stop_id;stop_sequence;route_id;service_id;using_trip_id;using_trip_id__next;stop_id__using_trip_id;stop_id__using_trip_id__next;time
2393;8;173;3112792;173_3112792_11_203;173_3112792_11_203;2393__733;2018__733;2.0
2018;9;173;3112792;173_3112792_11_203;173_3112792_14_207;2018__733;1983__733;327.0
1983;18;173;3112792;173_3112792_14_207;173_3112792_11_203;1983__733;1983__733;-322.0
1983;11;173;3112792;173_3112792_11_203;173_3112792_15_207;1983__733;1983__733;322.0
1983;1;173;3112792;173_3112792_15_207;173_3112792_10_203;1983__733;11218__733;-357.0
11218;16;173;3112792;173_3112792_10_203;173_3112792_10_203;11218__733;2020__733;4.0
2020;17;173;3112792;173_3112792_10_203;173_3112792_11_203;2020__733;7132__733;29.0
7132;10;173;3112792;173_3112792_11_203;173_3112792_11_203;7132__733;2037__733;-17.0
2037;2;173;3112792;173_3112792_11_203;173_3112792_11_203;2037__733;2038__733;3.0
2038;3;173;3112792;173_3112792_11_203;173_3112792_10_203;2038__733;7135__733;-14.0
7135;18;173;3112792;173_3112792_10_203;173_3112792_10_203;7135__733;2032__733;2.0
2032;19;173;3112792;173_3112792_10_203;173_3112792_10_203;2032__733;2033__733;2.0
2033;20;173;3112792;173_3112792_10_203;173_3112792_10_203;2033__733;2035__733;4.0
2035;22;173;3112792;173_3112792_10_203;173_3112792_11_203;2035__733;2035__733;0.0
2035;1;173;3112792;173_3112792_11_203;173_3112792_10_203;2035__733;2034__733;-2.0
2034;21;173;3112792;173_3112792_10_203;173_3112792_11_203;2034__733;1984__733;27.0
1984;12;173;3112792;173_3112792_11_203;173_3112792_15_207;1984__733;1984__733;322.0
1984;2;173;3112792;173_3112792_15_207;173_3112792_10_203;1984__733;1696__733;-387.0
1696;2;173;3112792;173_3112792_10_203;173_3112792_10_203;1696__733;1701__733;16.0
1701;9;173;3112792;173_3112792_10_203;173_3112792_10_203;1701__733;1702__733;1.0
1702;10;173;3112792;173_3112792_10_203;173_3112792_11_203;1702__733;1703__733;58.0
1703;18;173;3112792;173_3112792_11_203;173_3112792_15_207;1703__733;1703__733;321.0
1703;8;173;3112792;173_3112792_15_207;173_3112792_1_203;1703__733;1703__733;-926.0
1703;1;173;3112792;173_3112792_1_203;173_3112792_11_203;1703__733;1704__733;607.0
1704;19;173;3112792;173_3112792_11_203;173_3112792_15_207;1704__733;1704__733;320.0
1704;9;173;3112792;173_3112792_15_207;173_3112792_1_203;1704__733;1704__733;-926.0
1704;2;173;3112792;173_3112792_1_203;173_3112792_11_203;1704__733;2041__733;580.0
2041;6;173;3112792;173_3112792_11_203;173_3112792_11_203;2041__733;2255__733;16.0
2255;13;173;3112792;173_3112792_11_203;173_3112792_15_207;2255__733;2255__733;322.0
2255;3;173;3112792;173_3112792_15_207;173_3112792_11_203;2255__733;2042__733;-320.0
2042;14;173;3112792;173_3112792_11_203;173_3112792_15_207;2042__733;2042__733;321.0
2042;4;173;3112792;173_3112792_15_207;173_3112792_11_203;2042__733;2043__733;-320.0
2043;15;173;3112792;173_3112792_11_203;173_3112792_15_207;2043__733;2043__733;321.0
2043;5;173;3112792;173_3112792_15_207;173_3112792_11_203;2043__733;2044__733;-318.0
2044;17;173;3112792;173_3112792_11_203;173_3112792_15_207;2044__733;2044__733;321.0
2044;7;173;3112792;173_3112792_15_207;173_3112792_11_203;2044__733;1715__733;-316.0
1715;20;173;3112792;173_3112792_11_203;173_3112792_15_207;1715__733;1715__733;320.0
1715;10;173;3112792;173_3112792_15_207;173_3112792_1_203;1715__733;1715__733;-926.0
1715;3;173;3112792;173_3112792_1_203;173_3112792_11_203;1715__733;1716__733;609.0
1716;21;173;3112792;173_3112792_11_203;173_3112792_15_207;1716__733;1716__733;319.0
1716;11;173;3112792;173_3112792_15_207;173_3112792_1_203;1716__733;1716__733;-926.0
1716;4;173;3112792;173_3112792_1_203;173_3112792_11_203;1716__733;1717__733;609.0
1717;22;173;3112792;173_3112792_11_203;173_3112792_15_207;1717__733;1717__733;319.0
1717;12;173;3112792;173_3112792_15_207;173_3112792_1_203;1717__733;1717__733;-926.0
1717;5;173;3112792;173_3112792_1_203;173_3112792_11_203;1717__733;1718__733;609.0
1718;23;173;3112792;173_3112792_11_203;173_3112792_15_207;1718__733;1718__733;319.0
1718;13;173;3112792;173_3112792_15_207;173_3112792_1_203;1718__733;1718__733;-926.0
1718;6;173;3112792;173_3112792_1_203;173_3112792_11_203;1718__733;1719__733;608.0
1719;24;173;3112792;173_3112792_11_203;173_3112792_15_207;1719__733;1719__733;319.0
1719;14;173;3112792;173_3112792_15_207;173_3112792_1_203;1719__733;1719__733;-926.0
1719;7;173;3112792;173_3112792_1_203;173_3112792_11_203;1719__733;1720__733;608.0
1720;25;173;3112792;173_3112792_11_203;173_3112792_15_207;1720__733;1720__733;319.0
1720;15;173;3112792;173_3112792_15_207;173_3112792_1_203;1720__733;1720__733;-926.0
1720;8;173;3112792;173_3112792_1_203;173_3112792_10_203;1720__733;1721__733;520.0
1721;1;173;3112792;173_3112792_10_203;173_3112792_11_203;1721__733;1721__733;87.0
1721;26;173;3112792;173_3112792_11_203;173_3112792_15_207;1721__733;1721__733;319.0
1721;16;173;3112792;173_3112792_15_207;173_3112792_1_203;1721__733;1721__733;-926.0
1721;9;173;3112792;173_3112792_1_203;173_3112792_11_203;1721__733;1002872__733;591.0
1002872;16;173;3112792;173_3112792_11_203;173_3112792_15_207;1002872__733;1002872__733;321.0
1002872;6;173;3112792;173_3112792_15_207;173_3112792_10_203;1002872__733;1002803__733;-374.0
1002803;11;173;3112792;173_3112792_10_203;173_3112792_10_203;1002803__733;2028__733;1.0
2028;12;173;3112792;173_3112792_10_203;173_3112792_10_203;2028__733;2029__733;2.0
2029;13;173;3112792;173_3112792_10_203;173_3112792_10_203;2029__733;2030__733;2.0
2030;14;173;3112792;173_3112792_10_203;173_3112792_10_203;2030__733;2254__733;2.0
2254;15;173;3112792;173_3112792_10_203;173_3112792_10_203;2254__733;1710__733;-23.0
1710;3;173;3112792;173_3112792_10_203;173_3112792_10_203;1710__733;1711__733;1.0
1711;4;173;3112792;173_3112792_10_203;173_3112792_10_203;1711__733;1712__733;2.0
1712;5;173;3112792;173_3112792_10_203;173_3112792_10_203;1712__733;1713__733;3.0
1713;6;173;3112792;173_3112792_10_203;173_3112792_10_203;1713__733;1714__733;2.0
1714;7;173;3112792;173_3112792_10_203;173_3112792_10_203;1714__733;1001911__733;2.0
1001911;8;173;3112792;173_3112792_10_203;776_3112788_10_301;1001911__733;2242__16;176.0
2242;8;776;3112788;776_3112788_10_301;776_3112788_10_301;2242__16;1975__16;1.0
1975;9;776;3112788;776_3112788_10_301;776_3112788_10_301;1975__16;1976__16;2.0
1976;10;776;3112788;776_3112788_10_301;776_3112788_10_301;1976__16;2128__16;-5.0
2128;7;776;3112788;776_3112788_10_301;776_3112788_10_301;2128__16;1977__16;6.0
1977;11;776;3112788;776_3112788_10_301;776_3112788_10_301;1977__16;2676__16;46.0
2676;34;776;3112788;776_3112788_10_301;776_3112788_10_301;2676__16;2676__16;-64.0
2676;1;776;3112788;776_3112788_10_301;776_3112788_10_301;2676__16;2099__16;63.0
2099;33;776;3112788;776_3112788_10_301;776_3112788_10_301;2099__16;2096__16;-3.0
2096;30;776;3112788;776_3112788_10_301;776_3112788_10_301;2096__16;2097__16;1.0
2097;31;776;3112788;776_3112788_10_301;776_3112788_10_301;2097__16;2098__16;1.0
2098;32;776;3112788;776_3112788_10_301;776_3112788_10_301;2098__16;2005__16;-14.0
2005;26;776;3112788;776_3112788_10_301;776_3112788_10_301;2005__16;1000808__16;-40.0
1000808;6;776;3112788;776_3112788_10_301;776_3112788_10_301;1000808__16;2006__16;42.0
2006;27;776;3112788;776_3112788_10_301;776_3112788_10_301;2006__16;8468__16;3.0
8468;28;776;3112788;776_3112788_10_301;776_3112788_10_301;8468__16;1008772__16;3.0
1008772;29;776;3112788;776_3112788_10_301;776_3112788_10_301;1008772__16;1978__16;-37.0
1978;12;776;3112788;776_3112788_10_301;776_3112788_10_301;1978__16;1979__16;1.0
1979;13;776;3112788;776_3112788_10_301;776_3112788_10_301;1979__16;1980__16;2.0
1980;14;776;3112788;776_3112788_10_301;776_3112788_10_301;1980__16;1981__16;1.0
1981;15;776;3112788;776_3112788_10_301;776_3112788_10_301;1981__16;1982__16;2.0
1982;16;776;3112788;776_3112788_10_301;776_3112788_10_301;1982__16;1983__16;2.0
1983;17;776;3112788;776_3112788_10_301;776_3112788_10_301;1983__16;2019__16;5.0
2019;18;776;3112788;776_3112788_10_301;776_3112788_10_301;2019__16;11218__16;2.0
11218;19;776;3112788;776_3112788_10_301;776_3112788_10_301;11218__16;2020__16;6.0
2020;20;776;3112788;776_3112788_10_301;776_3112788_10_301;2020__16;2000__16;1.0
2000;21;776;3112788;776_3112788_10_301;776_3112788_10_301;2000__16;2001__16;1.0
2001;22;776;3112788;776_3112788_10_301;776_3112788_10_301;2001__16;2002__16;1.0
2002;23;776;3112788;776_3112788_10_301;776_3112788_10_301;2002__16;2003__16;2.0
2003;24;776;3112788;776_3112788_10_301;776_3112788_10_301;2003__16;2004__16;2.0
2004;25;776;3112788;776_3112788_10_301;819_3112787_10_301;2004__16;2242__45;-82.0
2242;25;819;3112787;819_3112787_10_301;819_3112787_10_301;2242__45;2024__45;-6.0
2024;22;819;3112787;819_3112787_10_301;819_3112787_10_301;2024__45;2025__45;2.0
2025;23;819;3112787;819_3112787_10_301;819_3112787_10_301;2025__45;2128__45;3.0
2128;24;819;3112787;819_3112787_10_301;819_3112787_10_301;2128__45;2015__45;-29.0
2015;8;819;3112787;819_3112787_10_301;819_3112787_10_301;2015__45;2392__45;2.0
2392;9;819;3112787;819_3112787_10_301;819_3112787_10_301;2392__45;2016__45;1.0
2016;10;819;3112787;819_3112787_10_301;819_3112787_10_301;2016__45;2393__45;2.0
2393;11;819;3112787;819_3112787_10_301;819_3112787_10_301;2393__45;2018__45;2.0
2018;12;819;3112787;819_3112787_10_301;819_3112787_10_301;2018__45;2684__45;14.0
2684;20;819;3112787;819_3112787_10_301;819_3112787_10_301;2684__45;2685__45;2.0
2685;21;819;3112787;819_3112787_10_301;819_3112787_10_301;2685__45;2021__45;-3.0
2021;19;819;3112787;819_3112787_10_301;819_3112787_10_301;2021__45;8468__45;-24.0
8468;7;819;3112787;819_3112787_10_301;819_3112787_10_301;8468__45;1983__45;14.0
1983;14;819;3112787;819_3112787_10_301;819_3112787_10_301;1983__45;2019__45;3.0
2019;15;819;3112787;819_3112787_10_301;819_3112787_10_301;2019__45;2020__45;5.0
2020;18;819;3112787;819_3112787_10_301;819_3112787_10_301;2020__45;9805__45;19.0
9805;31;819;3112787;819_3112787_10_301;819_3112787_10_301;9805__45;9805__45;-48.0
9805;1;819;3112787;819_3112787_10_301;819_3112787_10_301;9805__45;11219__45;26.0
11219;17;819;3112787;819_3112787_10_301;819_3112787_10_301;11219__45;1002588__45;16.0
1002588;26;819;3112787;819_3112787_10_301;819_3112787_10_301;1002588__45;2008__45;2.0
2008;27;819;3112787;819_3112787_10_301;819_3112787_10_301;2008__45;2009__45;2.0
2009;28;819;3112787;819_3112787_10_301;819_3112787_10_301;2009__45;2010__45;1.0
2010;29;819;3112787;819_3112787_10_301;819_3112787_10_301;2010__45;2011__45;1.0
2011;30;819;3112787;819_3112787_10_301;819_3112787_10_301;2011__45;1974__45;-42.0
1974;6;819;3112787;819_3112787_10_301;819_3112787_10_301;1974__45;7132__45;14.0
7132;13;819;3112787;819_3112787_10_301;825_3113939_10_701;7132__45;2093__609;179.0
2093;23;825;3113939;825_3113939_10_701;825_3113939_10_701;2093__609;1974__609;-28.0
1974;8;825;3113939;825_3113939_10_701;825_3113939_10_701;1974__609;2026__609;-4.0
2026;6;825;3113939;825_3113939_10_701;825_3113939_10_701;2026__609;2027__609;2.0
2027;7;825;3113939;825_3113939_10_701;2089_3115082_11_101;2027__609;10474__С919;-194.0
10474;13;2089;3115082;2089_3115082_11_101;2089_3115082_10_101;10474__С919;2223__С919;-40.0
2223;3;2089;3115082;2089_3115082_10_101;2089_3115082_10_103;2223__С919;13983__С919;59.0
13983;5;2089;3115082;2089_3115082_10_103;2089_3115082_12_102;13983__С919;10352__С919;51.0
10352;8;2089;3115082;2089_3115082_12_102;2089_3115082_10_101;10352__С919;2714__С919;-99.0
2714;9;2089;3115082;2089_3115082_10_101;2089_3115082_10_101;2714__С919;2712__С919;1.0
2712;10;2089;3115082;2089_3115082_10_101;2089_3115082_10_101;2712__С919;9846__С919;1.0
9846;11;2089;3115082;2089_3115082_10_101;2089_3115082_11_101;9846__С919;9846__С919;8.0
9846;1;2089;3115082;2089_3115082_11_101;2089_3115082_10_101;9846__С919;8397__С919;-19.0
8397;4;2089;3115082;2089_3115082_10_101;2089_3115082_10_102;8397__С919;9952__С919;-1.0
9952;1;2089;3115082;2089_3115082_10_102;2089_3115082_11_101;9952__С919;9952__С919;53.0
9952;19;2089;3115082;2089_3115082_11_101;2089_3115082_12_103;9952__С919;9953__С919;70.0
9953;2;2089;3115082;2089_3115082_12_103;2089_3115082_11_101;9953__С919;2218__С919;-97.0
2218;5;2089;3115082;2089_3115082_11_101;2089_3115082_11_101;2218__С919;9949__С919;20.0
9949;16;2089;3115082;2089_3115082_11_101;2089_3115082_11_101;9949__С919;9950__С919;2.0
9950;17;2089;3115082;2089_3115082_11_101;2089_3115082_11_101;9950__С919;9951__С919;1.0
9951;18;2089;3115082;2089_3115082_11_101;2040_3112313_10_202;9951__С919;3730__Т;-342.0
3730;3;2040;3112313;2040_3112313_10_202;2040_3112313_10_201;3730__Т;3730__Т;31.0
3730;1;2040;3112313;2040_3112313_10_201;2040_3112313_10_202;3730__Т;3731__Т;-30.0
3731;4;2040;3112313;2040_3112313_10_202;2040_3112313_10_201;3731__Т;3731__Т;31.0
3731;2;2040;3112313;2040_3112313_10_201;2040_3112313_11_201;3731__Т;3975__Т;7.0
3975;2;2040;3112313;2040_3112313_11_201;2040_3112313_10_202;3975__Т;3729__Т;-41.0
3729;2;2040;3112313;2040_3112313_10_202;2040_3112313_10_202;3729__Т;1009000__Т;4.0
1009000;5;2040;3112313;2040_3112313_10_202;2040_3112313_10_201;1009000__Т;1009000__Т;31.0
1009000;3;2040;3112313;2040_3112313_10_201;2040_3112313_10_202;1009000__Т;3728__Т;-37.0
3728;1;2040;3112313;2040_3112313_10_202;2040_3112313_11_201;3728__Т;3728__Т;48.0
3728;4;2040;3112313;2040_3112313_11_201;2040_3112313_10_202;3728__Т;3423__Т;-39.0
3423;6;2040;3112313;2040_3112313_10_202;2040_3112313_11_201;3423__Т;3423__Т;31.0
3423;1;2040;3112313;2040_3112313_11_201;2040_3112313_10_201;3423__Т;3423__Т;0.0
3423;4;2040;3112313;2040_3112313_10_201;2040_3112313_11_201;3423__Т;1001040__Т;6.0
1001040;3;2040;3112313;2040_3112313_11_201;873_3112023_10_301;1001040__Т;2676__825;-31.0
2676;11;873;3112023;873_3112023_10_301;873_3112023_11_301;2676__825;2129__825;41.0
2129;9;873;3112023;873_3112023_11_301;873_3112023_11_301;2129__825;2130__825;3.0
2130;10;873;3112023;873_3112023_11_301;873_3112023_11_301;2130__825;2131__825;4.0
2131;11;873;3112023;873_3112023_11_301;873_3112023_11_301;2131__825;1001038__825;1.0
1001038;12;873;3112023;873_3112023_11_301;873_3112023_10_301;1001038__825;5008__825;-69.0
5008;1;873;3112023;873_3112023_10_301;873_3112023_11_301;5008__825;5008__825;72.0
5008;13;873;3112023;873_3112023_11_301;873_3112023_10_301;5008__825;2107__825;-71.0
2107;2;873;3112023;873_3112023_10_301;873_3112023_10_301;2107__825;2108__825;2.0
2108;3;873;3112023;873_3112023_10_301;873_3112023_10_301;2108__825;17175__825;2.0
17175;4;873;3112023;873_3112023_10_301;873_3112023_10_301;17175__825;2012__825;5.0
2012;5;873;3112023;873_3112023_10_301;873_3112023_10_301;2012__825;2013__825;2.0
2013;6;873;3112023;873_3112023_10_301;873_3112023_10_301;2013__825;2689__825;3.0
2689;7;873;3112023;873_3112023_10_301;873_3112023_10_301;2689__825;2690__825;2.0
2690;8;873;3112023;873_3112023_10_301;873_3112023_10_301;2690__825;2691__825;3.0
2691;9;873;3112023;873_3112023_10_301;873_3112023_10_301;2691__825;2692__825;0.0
2692;10;873;3112023;873_3112023_10_301;1986_3110195_11_701;2692__825;1003077__Sk1;108.0
1003077;1;1986;3110195;1986_3110195_11_701;1986_3110195_10_701;1003077__Sk1;1003077__Sk1;-18.0
1003077;9;1986;3110195;1986_3110195_10_701;1986_3110195_11_701;1003077__Sk1;1008876__Sk1;19.0
1008876;2;1986;3110195;1986_3110195_11_701;1986_3110195_11_701;1008876__Sk1;1009088__Sk1;3.0
1009088;3;1986;3110195;1986_3110195_11_701;1986_3110195_11_701;1009088__Sk1;1002831__Sk1;1.0
1002831;4;1986;3110195;1986_3110195_11_701;1986_3110195_11_701;1002831__Sk1;1002829__Sk1;2.0
1002829;5;1986;3110195;1986_3110195_11_701;1986_3110195_11_701;1002829__Sk1;1002827__Sk1;1.0
1002827;6;1986;3110195;1986_3110195_11_701;1986_3110195_11_701;1002827__Sk1;1001633__Sk1;1.0
1001633;7;1986;3110195;1986_3110195_11_701;1986_3110195_11_701;1001633__Sk1;1007871__Sk1;3.0
1007871;8;1986;3110195;1986_3110195_11_701;1986_3110195_10_701;1007871__Sk1;1007871__Sk1;-41.0
1007871;2;1986;3110195;1986_3110195_10_701;1986_3110195_11_701;1007871__Sk1;1003078__Sk1;46.0
1003078;9;1986;3110195;1986_3110195_11_701;1986_3110195_10_701;1003078__Sk1;1003078__Sk1;-49.0
1003078;1;1986;3110195;1986_3110195_10_701;1986_3110195_10_701;1003078__Sk1;1002825__Sk1;5.0
1002825;3;1986;3110195;1986_3110195_10_701;1986_3110195_10_701;1002825__Sk1;1002826__Sk1;1.0
1002826;4;1986;3110195;1986_3110195_10_701;1986_3110195_10_701;1002826__Sk1;1002828__Sk1;1.0
1002828;5;1986;3110195;1986_3110195_10_701;1986_3110195_10_701;1002828__Sk1;1002830__Sk1;2.0
1002830;6;1986;3110195;1986_3110195_10_701;1986_3110195_10_701;1002830__Sk1;1009089__Sk1;1.0
1009089;7;1986;3110195;1986_3110195_10_701;1986_3110195_10_701;1009089__Sk1;1008875__Sk1;4.0
1008875;8;1986;3110195;1986_3110195_10_701;204_3110924_10_301;1008875__Sk1;5802__625;23.0
5802;18;204;3110924;204_3110924_10_301;204_3110924_10_301;5802__625;5803__625;1.0
5803;19;204;3110924;204_3110924_10_301;204_3110924_11_301;5803__625;10395__625;44.0
10395;24;204;3110924;204_3110924_11_301;204_3110924_11_301;10395__625;10394__625;1.0
10394;25;204;3110924;204_3110924_11_301;204_3110924_11_301;10394__625;10379__625;1.0
10379;26;204;3110924;204_3110924_11_301;204_3110924_10_301;10379__625;8920__625;-52.0
8920;14;204;3110924;204_3110924_10_301;204_3110924_10_301;8920__625;8659__625;1.0
8659;15;204;3110924;204_3110924_10_301;204_3110924_10_301;8659__625;8660__625;1.0
8660;16;204;3110924;204_3110924_10_301;204_3110924_10_301;8660__625;5801__625;2.0
5801;17;204;3110924;204_3110924_10_301;204_3110924_10_301;5801__625;10028__625;-18.0
10028;4;204;3110924;204_3110924_10_301;204_3110924_10_301;10028__625;10392__625;1.0
10392;5;204;3110924;204_3110924_10_301;204_3110924_10_301;10392__625;10393__625;1.0
10393;6;204;3110924;204_3110924_10_301;204_3110924_10_301;10393__625;10396__625;1.0
10396;7;204;3110924;204_3110924_10_301;204_3110924_11_301;10396__625;10399__625;59.0
10399;22;204;3110924;204_3110924_11_301;204_3110924_11_301;10399__625;10397__625;1.0
10397;23;204;3110924;204_3110924_11_301;204_3110924_11_301;10397__625;10029__625;5.0
10029;27;204;3110924;204_3110924_11_301;204_3110924_10_301;10029__625;10398__625;-64.0
10398;8;204;3110924;204_3110924_10_301;204_3110924_10_301;10398__625;10461__625;1.0
10461;9;204;3110924;204_3110924_10_301;204_3110924_10_301;10461__625;10025__625;2.0
10025;10;204;3110924;204_3110924_10_301;204_3110924_11_301;10025__625;10024__625;51.0
10024;19;204;3110924;204_3110924_11_301;204_3110924_11_301;10024__625;10220__625;1.0
10220;20;204;3110924;204_3110924_11_301;204_3110924_11_301;10220__625;10295__625;1.0
10295;21;204;3110924;204_3110924_11_301;204_3110924_11_301;10295__625;9069__625;-8.0
9069;15;204;3110924;204_3110924_11_301;204_3110924_11_301;9069__625;5818__625;-7.0
5818;10;204;3110924;204_3110924_11_301;204_3110924_11_301;5818__625;5819__625;2.0
5819;11;204;3110924;204_3110924_11_301;204_3110924_11_301;5819__625;8771__625;2.0
8771;12;204;3110924;204_3110924_11_301;204_3110924_11_301;8771__625;8667__625;1.0
8667;13;204;3110924;204_3110924_11_301;204_3110924_11_301;8667__625;8668__625;1.0
8668;14;204;3110924;204_3110924_11_301;204_3110924_11_301;8668__625;8914__625;3.0
8914;16;204;3110924;204_3110924_11_301;204_3110924_10_301;8914__625;10030__625;-56.0
10030;3;204;3110924;204_3110924_10_301;204_3110924_10_301;10030__625;10409__625;13.0
10409;12;204;3110924;204_3110924_10_301;204_3110924_10_301;10409__625;10014__625;2.0
10014;13;204;3110924;204_3110924_10_301;204_3110924_10_301;10014__625;5880__625;8.0
5880;20;204;3110924;204_3110924_10_301;204_3110924_10_301;5880__625;5613__625;2.0
5613;21;204;3110924;204_3110924_10_301;204_3110924_10_301;5613__625;5614__625;1.0
5614;22;204;3110924;204_3110924_10_301;204_3110924_10_301;5614__625;5615__625;2.0
5615;23;204;3110924;204_3110924_10_301;204_3110924_10_301;5615__625;5856__625;2.0
5856;24;204;3110924;204_3110924_10_301;204_3110924_10_301;5856__625;5857__625;1.0
5857;25;204;3110924;204_3110924_10_301;204_3110924_11_301;5857__625;5875__625;8.0
5875;4;204;3110924;204_3110924_11_301;204_3110924_11_301;5875__625;5626__625;1.0
5626;5;204;3110924;204_3110924_11_301;204_3110924_11_301;5626__625;5627__625;1.0
5627;6;204;3110924;204_3110924_11_301;204_3110924_11_301;5627__625;5628__625;1.0
5628;7;204;3110924;204_3110924_11_301;204_3110924_11_301;5628__625;5629__625;2.0
5629;8;204;3110924;204_3110924_11_301;204_3110924_11_301;5629__625;5879__625;2.0
5879;9;204;3110924;204_3110924_11_301;204_3110924_11_301;5879__625;10408__625;11.0
10408;17;204;3110924;204_3110924_11_301;204_3110924_11_301;10408__625;9818__625;14.0
9818;28;204;3110924;204_3110924_11_301;204_3110924_10_301;9818__625;9318__625;-60.0
9318;11;204;3110924;204_3110924_10_301;204_3110924_10_301;9318__625;6751__625;21.0
6751;26;204;3110924;204_3110924_10_301;204_3110924_10_301;6751__625;8581__625;2.0
8581;27;204;3110924;204_3110924_10_301;204_3110924_11_301;8581__625;8581__625;1.0
8581;1;204;3110924;204_3110924_11_301;204_3110924_11_301;8581__625;6754__625;1.0
6754;2;204;3110924;204_3110924_11_301;204_3110924_11_301;6754__625;6755__625;1.0
6755;3;204;3110924;204_3110924_11_301;204_3110924_11_301;6755__625;8152__625;22.0
8152;18;204;3110924;204_3110924_11_301;215_3111884_10_301;8152__625;5802__749;116.0
5802;20;215;3111884;215_3111884_10_301;215_3111884_10_301;5802__749;5803__749;2.0
5803;21;215;3111884;215_3111884_10_301;215_3111884_10_304;5803__749;10394__749;21.0
10394;26;215;3111884;215_3111884_10_304;215_3111884_10_304;10394__749;10379__749;1.0
10379;27;215;3111884;215_3111884_10_304;215_3111884_10_301;10379__749;8920__749;-32.0
8920;16;215;3111884;215_3111884_10_301;215_3111884_10_301;8920__749;8659__749;1.0
8659;17;215;3111884;215_3111884_10_301;215_3111884_10_301;8659__749;8660__749;2.0
8660;18;215;3111884;215_3111884_10_301;215_3111884_10_301;8660__749;5801__749;3.0
5801;19;215;3111884;215_3111884_10_301;215_3111884_10_304;5801__749;10028__749;24.0
10028;25;215;3111884;215_3111884_10_304;215_3111884_10_304;10028__749;10029__749;4.0
10029;28;215;3111884;215_3111884_10_304;215_3111884_10_304;10029__749;9069__749;-24.0
9069;13;215;3111884;215_3111884_10_304;215_3111884_10_304;9069__749;9362__749;9.0
9362;18;215;3111884;215_3111884_10_304;215_3111884_10_304;9362__749;9273__749;1.0
9273;19;215;3111884;215_3111884_10_304;215_3111884_10_304;9273__749;5818__749;-18.0
5818;8;215;3111884;215_3111884_10_304;215_3111884_10_304;5818__749;5819__749;2.0
5819;9;215;3111884;215_3111884_10_304;215_3111884_10_304;5819__749;8771__749;2.0
8771;10;215;3111884;215_3111884_10_304;215_3111884_10_304;8771__749;8667__749;1.0
8667;11;215;3111884;215_3111884_10_304;215_3111884_10_304;8667__749;8668__749;2.0
8668;12;215;3111884;215_3111884_10_304;215_3111884_10_304;8668__749;8914__749;3.0
8914;14;215;3111884;215_3111884_10_304;215_3111884_10_301;8914__749;9277__749;-21.0
9277;9;215;3111884;215_3111884_10_301;215_3111884_10_301;9277__749;9276__749;1.0
9276;10;215;3111884;215_3111884_10_301;215_3111884_10_301;9276__749;9364__749;1.0
9364;11;215;3111884;215_3111884_10_301;215_3111884_10_301;9364__749;9278__749;1.0
9278;12;215;3111884;215_3111884_10_301;215_3111884_10_301;9278__749;9279__749;2.0
9279;13;215;3111884;215_3111884_10_301;215_3111884_10_301;9279__749;10409__749;1.0
10409;14;215;3111884;215_3111884_10_301;215_3111884_10_301;10409__749;10014__749;2.0
10014;15;215;3111884;215_3111884_10_301;215_3111884_10_301;10014__749;10027__749;-17.0
10027;4;215;3111884;215_3111884_10_301;215_3111884_10_301;10027__749;10042__749;6.0
10042;7;215;3111884;215_3111884_10_301;215_3111884_10_301;10042__749;10043__749;2.0
10043;8;215;3111884;215_3111884_10_301;215_3111884_10_304;10043__749;5816__749;9.0
5816;6;215;3111884;215_3111884_10_304;215_3111884_10_304;5816__749;5817__749;2.0
5817;7;215;3111884;215_3111884_10_304;215_3111884_10_301;5817__749;5804__749;11.0
5804;22;215;3111884;215_3111884_10_301;215_3111884_10_301;5804__749;5805__749;2.0
5805;23;215;3111884;215_3111884_10_301;215_3111884_10_304;5805__749;5815__749;-17.0
5815;5;215;3111884;215_3111884_10_304;215_3111884_10_304;5815__749;10110__749;25.0
10110;20;215;3111884;215_3111884_10_304;215_3111884_10_304;10110__749;10131__749;1.0
10131;21;215;3111884;215_3111884_10_304;215_3111884_10_304;10131__749;10026__749;5.0
10026;24;215;3111884;215_3111884_10_304;215_3111884_10_304;10026__749;10408__749;-15.0
10408;15;215;3111884;215_3111884_10_304;215_3111884_10_304;10408__749;9068__749;2.0
9068;16;215;3111884;215_3111884_10_304;215_3111884_10_304;9068__749;9065__749;2.0
9065;17;215;3111884;215_3111884_10_304;215_3111884_10_301;9065__749;10040__749;-31.0
10040;5;215;3111884;215_3111884_10_301;215_3111884_10_301;10040__749;10041__749;1.0
10041;6;215;3111884;215_3111884_10_301;215_3111884_10_304;10041__749;10111__749;38.0
10111;22;215;3111884;215_3111884_10_304;215_3111884_10_304;10111__749;10112__749;1.0
10112;23;215;3111884;215_3111884_10_304;215_3111884_10_304;10112__749;9818__749;9.0
9818;29;215;3111884;215_3111884_10_304;219_3111925_10_301;9818__749;8920__762;61.0
8920;21;219;3111925;219_3111925_10_301;219_3111925_10_301;8920__762;10025__762;-6.0
10025;17;219;3111925;219_3111925_10_301;219_3111925_10_301;10025__762;8663__762;8.0
8663;22;219;3111925;219_3111925_10_301;219_3111925_10_301;8663__762;8914__762;-19.0
8914;9;219;3111925;219_3111925_10_301;219_3111925_10_301;8914__762;8913__762;1.0
8913;10;219;3111925;219_3111925_10_301;219_3111925_10_301;8913__762;9267__762;2.0
9267;11;219;3111925;219_3111925_10_301;219_3111925_10_301;9267__762;8947__762;1.0
