id	stop_id	lat	lon	x	y	stop_name	info	source_name
209	4205	55.81727982	37.81441317	6213551.167028065	4553241.689977882	Церковь Зосимы и Савватия	Церковь Зосимы и Савватия	data.mos
210	4223	55.81662697	37.78634635	6213478.4920985	4549287.528840029	Иркутская ул.	Иркутская ул.	data.mos
211	4285	55.76604085	37.83249816	6207847.270978893	4555790.369066285	Саянская ул.	Саянская ул.	data.mos
212	4206	55.81652185	37.8116158	6213466.7901936285	4552847.518348994	Аптека	Аптека	data.mos
213	4286	55.76415921	37.83240047	6207637.807772237	4555776.600144904	МФЦ Ивановское	МФЦ Ивановское	data.mos
214	4224	55.81667197	37.79394307	6213483.501475586	4550357.635575164	Байкальская ул., 16	Байкальская ул., 16	data.mos
215	4287	55.76106471	37.83221243	6207293.329607977	4555750.096890086	Ул. Молостовых, 8	Ул. Молостовых, 8	data.mos
216	4207	55.8130596	37.81194702	6213081.374286629	4552894.189095612	Муз. школа	Муз. школа	data.mos
217	4225	55.81673417	37.79980077	6213490.425547913	4551182.851588931	Черницыно	Черницыно	data.mos
218	4289	55.75490527	37.83183005	6206607.663883605	4555696.20263673	Предприятие № 12 Всероссийского Общества Слепых	Предприятие № 12 Всероссийского Общества Слепых	data.mos
219	4227	55.81700232	37.81222646	6213520.2758693695	4552933.563914062	Аптека	Аптека	data.mos
220	4211	55.81795324	37.78556924	6213626.131799555	4549178.067976909	Иркутская ул.	Иркутская ул.	data.mos
221	4290	55.7499653	37.82892338	6206057.748938671	4555286.533412762	Ул. Молостовых	Ул. Молостовых	data.mos
222	4228	55.81718225	37.81759516	6213540.305585348	4553690.075774023	Гольяново	Гольяново	data.mos
223	4229	55.8173538	37.82349092	6213559.402443994	4554520.919867731	Детская стоматологическая п-ка № 38	Детская стоматологическая п-ка № 38	data.mos
224	4212	55.81969467	37.78553429	6213819.986900407	4549173.145075199	Черницынский пр.	Черницынский пр.	data.mos
225	4291	55.75079307	37.82332277	6206149.895873565	4554497.222862574	Зеленый просп., 85	Зеленый просп., 85	data.mos
226	4331	55.754284258	37.8396268903	6206538.533143988	4556795.177486887	Ул. Сталеваров, 22	Ул. Сталеваров, 22	data.mos
227	4213	55.81927079	37.78051863	6213772.800794649	4548466.685631924	2-й Иртышский пр.	2-й Иртышский пр.	data.mos
228	4292	55.75147337	37.81912868	6206225.626523151	4553906.1765625635	Метро «Новогиреево»	Метро «Новогиреево»	data.mos
229	4232	55.64545211	37.60687417	6194423.393846691	4524038.208876458	Симферопольский бульв.	Симферопольский бульв.	data.mos
230	4293	55.74979124	37.81608473	6206038.372668103	4553477.233173767	Метро «Новогиреево»	Метро «Новогиреево»	data.mos
